Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa
01910,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1805,09/2004,FORTALEZA/CE,IBOPE
01911,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1806,09/2004,FORTALEZA/CE,IBOPE
01912,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1807,09/2004,FORTALEZA/CE,IBOPE
01914,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1808,10/2004,FORTALEZA/CE,IBOPE
01915,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1809,10/2004,FORTALEZA/CE,IBOPE
01916,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1810,10/2004,FORTALEZA/CE,IBOPE
01918,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1811,09/2004,IGUATU/CE,IBOPE
01919,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1812,08/2004,JUAZEIRO DO NORTE/CE,IBOPE
01920,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1813,09/2004,JUAZEIRO DO NORTE/CE,IBOPE
01921,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1814,08/2004,LAVRAS DA MANGABEIRA/CE,IBOPE
01922,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1815,09/2004,LAVRAS DA MANGABEIRA/CE,IBOPE
01923,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1816,08/2004,LIMOEIRO DO NORTE/CE,IBOPE
01924,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1817,09/2004,LIMOEIRO DO NORTE/CE,IBOPE
01925,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1818,09/2004,MASSAPÊ/CE,IBOPE
01926,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1819,08/2004,QUIXADÁ/CE,IBOPE
01927,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1820,09/2004,QUIXADÁ/CE,IBOPE
01928,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1821,09/2004,QUIXERAMOBIM/CE,IBOPE
01929,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1822,08/2004,SOBRAL/CE,IBOPE
01930,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1823,08/2004,TAUÁ/CE,IBOPE
01931,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1824,09/2004,VILA VELHA/ES,IBOPE
01932,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1825,09/2004,VILA VELHA/ES,IBOPE
01933,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1826,09/2004,VILA VELHA/ES,IBOPE
01934,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1827,08/2004,VITÓRIA/ES,IBOPE
01935,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1828,09/2004,VITÓRIA/ES,IBOPE
01936,PROJETO GLOBO - 3ª RODADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/2194,09/2004,PRAIA GRANDE/SP,IBOPE
01937,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1829,10/2004,VITÓRIA/ES,IBOPE
01939,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1830,08/2004,GOIÂNIA/GO,IBOPE
01940,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1831,09/2004,GOIÂNIA/GO,IBOPE
01941,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1832,09/2004,GOIÂNIA/GO,IBOPE
01942,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1833,10/2004,GOIÂNIA/GO,IBOPE
01945,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1834,08/2004,IMPERATRIZ/MA,IBOPE
01946,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1835,09/2004,IMPERATRIZ/MA,IBOPE
01947,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1836,09/2004,IMPERATRIZ/MA,IBOPE
01948,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1837,08/2004,SÃO LUÍS/MA,IBOPE
01949,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1838,09/2004,SÃO LUÍS/MA,IBOPE
01950,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1839,09/2004,SÃO LUÍS/MA,IBOPE
01951,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1840,09/2004,SÃO LUÍS/MA,IBOPE
01952,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1841,08/2004,CÁCERES/MT,IBOPE
01953,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1842,09/2004,CÁCERES/MT,IBOPE
01954,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1843,08/2004,CUIABÁ/MT,IBOPE
01955,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1844,08/2004,CUIABÁ/MT,IBOPE
01956,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1845,09/2004,CUIABÁ/MT,IBOPE
01957,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1846,09/2004,PRIMAVERA DO LESTE/MT,IBOPE
01958,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1847,07/2004,RONDONÓPOLIS/MT,IBOPE
01959,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1848,08/2004,RONDONÓPOLIS/MT,IBOPE
01960,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1849,09/2004,SINOP/MT,IBOPE
01961,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1850,08/2004,VÁRZEA GRANDE/MT,IBOPE
01962,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1851,08/2004,VÁRZEA GRANDE/MT,IBOPE
01963,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1852,09/2004,VÁRZEA GRANDE/MT,IBOPE
01964,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1853,08/2004,SIDROLÂNDIA/MS,IBOPE
01965,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1854,07/2004,BELO HORIZONTE/MG,IBOPE
01966,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1855,08/2004,BELO HORIZONTE/MG,IBOPE
01967,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1856,08/2004,BELO HORIZONTE/MG,IBOPE
01968,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1857,09/2004,BELO HORIZONTE/MG,IBOPE
01969,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1858,09/2004,BELO HORIZONTE/MG,IBOPE
01970,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1859,09/2004,BELO HORIZONTE/MG,IBOPE
01971,PERFIL DOS DELEGADOS/AS E ENTIDADES DA UGT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3707,08/2009,PRAIA GRANDE/SP,CESOP-CEMARX-UFU
01972,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1860,07/2004,BETIM/MG,IBOPE
01973,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1861,08/2004,GOVERNADOR VALADARES/MG,IBOPE
01974,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1862,09/2004,GOVERNADOR VALADARES/MG,IBOPE
01975,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1863,09/2004,GOVERNADOR VALADARES/MG,IBOPE
01976,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1864,09/2004,IPATINGA/MG,IBOPE
01977,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1865,07/2004,JUIZ DE FORA/MG,IBOPE
01978,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1866,08/2004,JUIZ DE FORA/MG,IBOPE
01979,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1867,09/2004,JUIZ DE FORA/MG,IBOPE
01980,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1868,10/2004,JUIZ DE FORA/MG,IBOPE
01981,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1869,10/2004,JUIZ DE FORA/MG,IBOPE
01982,MULHERES NA POLÍTICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/2531,02/2009,BRASIL,IBOPE
01983,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1870,08/2004,MONTES CLAROS/MG,IBOPE
01984,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1871,08/2004,MONTES CLAROS/MG,IBOPE
01985,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1872,09/2002,MONTES CLAROS/MG,IBOPE
01986,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1873,10/2004,MONTES CLAROS/MG,IBOPE
01988,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1874,08/2004,POÇOS DE CALDAS/MG,IBOPE
01989,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1875,09/2004,POÇOS DE CALDAS/MG,IBOPE
01990,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1876,09/2004,POÇOS DE CALDAS/MG,IBOPE
01991,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1877,08/2004,UBERLÂNDIA/MG,IBOPE
01992,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1878,09/2004,UBERLÂNDIA/MG,IBOPE
01993,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1879,09/2004,UBERLÂNDIA/MG,IBOPE
01994,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1880,10/2004,UBERLÂNDIA/MG,IBOPE
01995,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1881,10/2004,UBERLÂNDIA/MG,IBOPE
01996,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1882,07/2004,UNAI/MG,IBOPE
01997,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1883,09/2004,UNAI/MG,IBOPE
01998,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1884,08/2004,VARGINHA/MG,IBOPE
01999,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1885,09/2004,VARGINHA/MG,IBOPE
02000,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1886,09/2004,VARGINHA/MG,IBOPE
02001,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1887,09/2004,ALTAMIRA/PA,IBOPE
02002,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1888,08/2004,ANANINDEUA/PA,IBOPE
02003,INTENÇÃO DE VOTO PARA PERFEITO DE ANANINDEUA / AVALIAÇÃO GOVERNO ESTADUAL / AVALIAÇÃO GOVERNO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1889,09/2004,ANANINDEUA/PA,IBOPE
02004,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1890,09/2004,ANANINDEUA/PA,IBOPE
02005,PROJETO GLOBO – 1ª RODADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1891,08/2004,BELÉM/PA,IBOPE
02006,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1892,08/2004,BELÉM/PA,IBOPE
02007,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1893,09/2004,BELÉM/PA,IBOPE
02008,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1894,09/2004,BELÉM/PA,IBOPE
02009,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1895,10/2004,BELÉM/PA,IBOPE
02010,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2187,11/1989,CAXIAS DO SUL/RS,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO"
02011,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1896,09/2004,CASTANHAL/PA,IBOPE
02012,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1897,08/2004,SANTARÉM/PA,IBOPE
02013,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1898,09/2004,SANTARÉM/PA,IBOPE
02014,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1899,08/2004,TUCURUI/PA,IBOPE
02015,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1900,08/2004,TUCURUI/PA,IBOPE
02016,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1901,09/2004,CAMPINA GRANDE/PB,IBOPE
02017,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1902,09/2004,CAMPINA GRANDE/PB,IBOPE
02018,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1903,09/2004,CAMPINA GRANDE/PB,IBOPE
02019,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1904,10/2004,CAMPINA GRANDE/PB,IBOPE
02020,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2178,11/1989,PRESIDENTE PRUDENTE/SP,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO"
02021,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1905,09/2004,JOÃO PESSOA/PB,IBOPE
02022,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1906,09/2004,JOÃO PESSOA/PB,IBOPE
02023,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1907,09/2004,JOÃO PESSOA/PB,IBOPE
02024,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1908,08/2004,CAMPO MOURÃO/PR,IBOPE
02025,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2171,11/1989,JUIZ DE FORA/MG,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO"
02026,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1909,08/2004,CASCAVEL/PR,IBOPE
02027,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1910,09/2004,CASCAVEL/PR,IBOPE
02028,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1911,09/2004,CASCAVEL/PR,IBOPE
02029,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1943,05/2004,CURITIBA/PR,IBOPE
02030,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1912,07/2004,CURITIBA/PR,IBOPE
02031,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1913,08/2004,CURITIBA/PR,IBOPE
02032,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1914,08/2004,CURITIBA/PR,IBOPE
02033,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1915,09/2004,CURITIBA/PR,IBOPE
02034,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1916,09/2004,CURITIBA/PR,IBOPE
02035,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/1742,11/1989,TAGUATINGA/DF,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO"
02036,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1917,10/2004,CURITIBA/PR,IBOPE
02038,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/1766,11/1989,NITERÓI/RJ,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO"
