Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método_detecção
1009,INTENÇÃO DE VOTO PREFEITO DE BELO HORIZONTE/ AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/101,03/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
1010,INTENÇÃO DE VOTO PREFEITO DE PORTO ALEGRE/ AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE,https://www.cesop.unicamp.br/por/banco_de_dados/v/102,03/2000,PORTO ALEGRE/RS,DATAFOLHA,False,IA_timeout
1011,INTENÇÃO DE VOTO PREFEITO DE CURITIBA/ AVALIAÇÃO DO PREFEITO DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/103,03/2000,CURITIBA/PR,DATAFOLHA,False,IA_timeout
1016,INTENÇÃO DE VOTO PREFEITO DE SÃO LUIS/AVALIAÇÃO DO PREFEITO DE SÃO LUÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/94,03/2000,SÃO LUÍS/MA,DATAFOLHA,False,IA_timeout
1017,UTOPIA BRASILEIRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/147,03/2000,BRASIL,DATAFOLHA,True,regex
1018,NICÉIA X PITTA,https://www.cesop.unicamp.br/por/banco_de_dados/v/148,03/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1020,INTENÇÃO DE VOTO PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/149,03/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1021,FREQUENTADORES DA MOSTRA DO REDESCOBRIMENTO NA CIDADE DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/150,04/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1023,INTENÇÃO DE VOTO PREFEITO DE SÃO PAULO/ OPINIÃO SOBRE REFORMA AGRÁRIA E MST,https://www.cesop.unicamp.br/por/banco_de_dados/v/152,05/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1024,INTENÇÃO DE VOTO PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO PREFEITO DE SÃO PAULO/MANIFESTAÇÕES NA PAULISTA,https://www.cesop.unicamp.br/por/banco_de_dados/v/153,05/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1025,INTENÇÃO DE VOTO PREFEITO DE RIO DE JANEIRO/ AVALIAÇÃO DO PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/154,05/2000,RIO DE JANEIRO/CAP,DATAFOLHA,False,IA_timeout
1026,INTENÇÃO DE VOTO PREFEITO DE BELO HORIZONTE /AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/155,05/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
1027,INTENÇÃO DE VOTO PREFEITO DE PORTO ALEGRE /AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE,https://www.cesop.unicamp.br/por/banco_de_dados/v/156,05/2000,PORTO ALEGRE/RS,DATAFOLHA,False,IA_timeout
1028,INTENÇÃO DE VOTO PREFEITO DE CURITIBA/ AVALIAÇÃO DO PREFEITO DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/157,05/2000,CURITIBA/PR,DATAFOLHA,False,IA_timeout
1029,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO LUIS / AVALIAÇÃO DO PREFEITO DE SÃO LUIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1212,05/2000,SÃO LUÍS/MA,DATAFOLHA,False,IA_timeout
1030,INTENÇÃO DE VOTO PREFEITO DE FORTALEZA /AVALIAÇÃO DO PREFEITO DE FORTALEZA,https://www.cesop.unicamp.br/por/banco_de_dados/v/159,03/2000,FORTALEZA/CE,DATAFOLHA,False,IA_timeout
1031,INTENÇÃO DE VOTO PREFEITO DE SALVADOR /AVALIAÇÃO DO PREFEITO DE SALVADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/160,05/2000,SALVADOR/BA,DATAFOLHA,False,IA_timeout
1032,INTENÇÃO DE VOTO PREFEITO DE RECIFE/ AVALIAÇÃO DO PREFEITO DE RECIFE,https://www.cesop.unicamp.br/por/banco_de_dados/v/161,05/2000,RECIFE/PE,DATAFOLHA,False,IA_timeout
1033,INTENÇÃO DE VOTO PREFEITO DE MACEIÓ/ AVALIAÇÃO DO PREFEITO DE MACEIÓ,https://www.cesop.unicamp.br/por/banco_de_dados/v/162,05/2000,MACEIÓ/AL,DATAFOLHA,False,IA_timeout
1034,INTENÇÃO DE VOTO PREFEITO DE DIADEMA/ AVALIAÇÃO DO PREFEITO DE DIADEMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/163,05/2000,DIADEMA/SP,DATAFOLHA,False,IA_timeout
1035,INTENÇÃO DE VOTO PREFEITO DE SANTO ANDRÉ/ AVALIAÇÃO DO PREFEITO DE SANTO ANDRÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/164,05/2000,SANTO ANDRÉ/SP,DATAFOLHA,False,IA_timeout
1036,INTENÇÃO DE VOTO PREFEITO DE SÃO BERNARDO DO CAMPO/ AVALIAÇÃO DO PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/165,05/2000,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA,False,IA_timeout
1037,INTENÇÃO DE VOTO PREFETIO DE CAMPINAS/ AVALIAÇÃO DO PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/166,05/2000,CAMPINAS/SP,DATAFOLHA,False,IA_timeout
1038,INTENÇÃO DE VOTO PREFEITO DE SÃO JOSÉ DOS CAMPOS/ AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/167,05/2000,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA,False,IA_timeout
1039,INTENÇÃO DE VOTO PREFEITO DE OSASCO/ AVALIAÇÃO DO PREFEITO DE OSASCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/168,05/2000,OSASCO/SP,DATAFOLHA,False,IA_timeout
1040,INTENÇÃO DE VOTO PREFEITO DE SÃO CAETANO DO SUL/ AVALIAÇÃO DO PREFEITO DE SÃO CAETANO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/169,05/2000,SÃO CAETANO DO SUL/SP,DATAFOLHA,False,IA_timeout
1041,INTENÇÃO DE VOTO PREFEITO DE RIBEIRÃO PRETO/ AVALIAÇÃO PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/170,05/2000,RIBEIRÃO PRETO/SP,DATAFOLHA,False,IA_timeout
1042,INTENÇÃO DE VOTO PREFEITO DE SÃO JOSÉ DO RIO PRETO /AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DO RIO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/171,05/2000,SÃO JOSÉ DO RIO PRETO/SP,DATAFOLHA,False,IA_timeout
1043,INTENÇÃO DE VOTO PREFEITO DE SANTOS /AVALIAÇÃO DO PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/172,05/2000,SANTOS/SP,DATAFOLHA,False,IA_timeout
1044,INTENÇÃO DE VOTO PREFEITO DE GUARULHOS/ AVALIAÇÃO DO PREFEITO DE GUARULHOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/173,05/2000,GUARULHOS/SP,DATAFOLHA,False,IA_timeout
1045,AVALIAÇÃO PRESIDENTE FERNANDO HENRIQUE CARDOSO / INTENÇÃO DE VOTAR PARA PRESIDENTE / AVALIAÇÃO PLANO REAL / AVALIAÇÃO CONGRESSO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/174,06/1999,BRASIL,DATAFOLHA,False,IA_timeout
1046,GREVE DOS PROFESSORES DA REDE ESTADUAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/175,06/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1047,INTENÇÃO DE VOTO PREFEITO DE SÃO PAULO /DEBATE ENTRE PRÉ-CANDIDATOS À PREFEITURA DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/176,06/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1048,VOLTA DE CELSO PITTA/ VIOLÊNCIA NO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/177,06/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1049,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO PREFEITO DE SÃO PAULO/TIME DE PREFERÊNCIA/GENOMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/178,06/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1050,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO/ AVALIAÇÃO DO PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/179,06/2000,RIO DE JANEIRO/CAP,DATAFOLHA,False,IA_timeout
1051,INTENÇÃO DE VOTO PARA PREFEITO DE DIADEMA /AVALIAÇÃO DO PREFEITO DE DIADEMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/181,06/2000,DIADEMA/SP,DATAFOLHA,False,IA_timeout
1052,INTENÇÃO DE VOTO PARA PREFEITO DE SANTO ANDRÉ/ AVALIAÇÃO DO PREFEITO DE SANTO ANDRÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/182,06/2000,SANTO ANDRÉ/SP,DATAFOLHA,False,IA_timeout
1053,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO/ AVALIAÇÃO DO PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/183,06/2000,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA,False,IA_timeout
1054,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE/ AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/184,06/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
1055,INTENÇÃO DE VOTO PREFEITO DE PORTO ALEGRE /AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE,https://www.cesop.unicamp.br/por/banco_de_dados/v/185,06/2000,PORTO ALEGRE/RS,DATAFOLHA,False,IA_timeout
1056,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS /AVALIAÇÃO DO PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/186,06/2000,CAMPINAS/SP,DATAFOLHA,False,IA_timeout
1057,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DOS CAMPOS /AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/187,06/2000,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA,False,IA_timeout
1058,INTENÇÃO DE VOTO PARA PREFEITO DE OSASCO /AVALIAÇÃO DO PREFEITO DE OSASCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/188,06/2000,OSASCO/SP,DATAFOLHA,False,IA_timeout
1059,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO CAETANO DO SUL/ AVALIAÇÃO DO PREFEITO DE SÃO CAETANO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/189,06/2000,SÃO CAETANO DO SUL/SP,DATAFOLHA,False,IA_timeout
1060,INTENÇÃO DE VOTO PARA PREFEITO DE CURITIBA /AVALIAÇÃO DO PREFEITO DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/190,06/2000,CURITIBA/PR,DATAFOLHA,False,IA_timeout
1061,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO LUIS/ AVALIAÇÃO DO PREFEITO DE SÃO LUÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/214,06/2000,SÃO LUÍS/MA,DATAFOLHA,False,IA_timeout
1062,INTENÇÃO DE VOTO PARA PREFEITO DE FORTALEZA/ AVALIAÇÃO DO PREFEITO DE FORTALEZA,https://www.cesop.unicamp.br/por/banco_de_dados/v/193,06/2000,FORTALEZA/CE,DATAFOLHA,False,IA_timeout
1063,INTENÇÃO DE VOTO PARA PREFEITO DE RIBEIRÃO PRETO /AVALIAÇÃO DO PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/194,06/2000,RIBEIRÃO PRETO/SP,DATAFOLHA,False,IA_timeout
1064,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DO RIO PRETO/ AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DO RIO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/195,06/2000,SÃO JOSÉ DO RIO PRETO/SP,DATAFOLHA,False,IA_timeout
1065,INTENÇÃO DE VOTO PARA PREFEITO DE SALVADOR / AVALIAÇÃO DO PREFEITO DE SALVADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/158,06/2000,SALVADOR/BA,DATAFOLHA,False,IA_timeout
1066,INTENÇÃO DE VOTO PARA PREFEITO DE RECIFE /AVALIAÇÃO DO PREFEITO DE RECIFE,https://www.cesop.unicamp.br/por/banco_de_dados/v/196,06/2000,RECIFE/PE,DATAFOLHA,False,IA_timeout
1067,INTENÇÃO DE VOTO PARA PREFEITO DE MACEIÓ /AVALIAÇÃO DO PREFEITO DE MACEIÓ,https://www.cesop.unicamp.br/por/banco_de_dados/v/197,06/2000,MACEIÓ/AL,DATAFOLHA,False,IA_timeout
1068,INTENÇÃO DE VOTO PARA PREFEITO DE SANTOS/ AVALIAÇÃO DO PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/198,06/2000,SANTOS/SP,DATAFOLHA,False,IA_timeout
1069,INTENÇÃO DE VOTO PARA PREFEITO DE GUARULHOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/199,06/2000,GUARULHOS/SP,DATAFOLHA,False,IA_timeout
1071,AVALIAÇÃO PREFEITO CELSO PITTA / AVALIAÇÃO GOVERNADOR MÁRIO COVAS / AVALIAÇÃO PRESIDENTE FERNANDO HENRIQUE CARDOSO / INTENÇÃO DE VOTO PREFEITO E VEREADOR DE SÃO PAULO_CAP/ MOVIMENTO BASTA EU QUERO PAZ,https://www.cesop.unicamp.br/por/banco_de_dados/v/200,07/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1072,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/201,07/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1073,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO/ AVALIAÇÃO DO PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/202,07/2000,RIO DE JANEIRO/CAP,DATAFOLHA,True,regex
1074,INTENÇÃO DE VOTO PARA PREFEITO DE SANTO ANDRÉ/ AVALIAÇÃO DO PREFEITO DE SANTO ANDRÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/204,07/2000,SANTO ANDRÉ/SP,DATAFOLHA,False,IA_timeout
1075,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO/ AVALIAÇÃO DO PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/205,07/2000,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA,False,IA_timeout
1076,INTENÇÃO DE VOTO PARA PREFEITO DE DIADEMA /AVALIAÇÃO DO PREFEITO DE DIADEMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/206,07/2000,DIADEMA/SP,DATAFOLHA,False,IA_timeout
1077,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE/ AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/207,07/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
1078,INTENÇÃO DE VOTO PARA PREFEITO DE PORTO ALEGRE /AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE,https://www.cesop.unicamp.br/por/banco_de_dados/v/208,07/2000,PORTO ALEGRE/RS,DATAFOLHA,False,IA_timeout
1079,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO CAETANO DO SUL /AVALIAÇÃO DO PREFEITO DE SÃO CAETANO DO DUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/209,07/2000,SÃO CAETANO DO SUL/SP,DATAFOLHA,False,IA_timeout
1080,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DOS CAMPOS/ AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/210,07/2000,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA,False,IA_timeout
1081,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS AVALIAÇÃO DO PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/211,07/2000,CAMPINAS/SP,DATAFOLHA,False,IA_timeout
1082,INTENÇÃO DE VOTO PARA PREFEITO DE OSASCO/ AVALIAÇÃO DO PREFEITO DE OSASCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/212,07/2000,OSASCO/SP,DATAFOLHA,False,IA_timeout
1083,INTENÇÃO DE VOTO PARA PREFEITO DE CURITIBA/ AVALIAÇÃO DO PREFEITO DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/213,06/2000,CURITIBA/PR,DATAFOLHA,False,IA_timeout
1084,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO LUIS /AVALIAÇÃO DO PREFEITO DE SÃO LUÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/215,07/2000,SÃO LUÍS/MA,DATAFOLHA,False,IA_timeout
1085,INTENÇÃO DE VOTO PREFEITO DE FORTALEZA/ AVALIAÇÃO DO PREFEITO DE FORTALEZA,https://www.cesop.unicamp.br/por/banco_de_dados/v/216,07/2000,FORTALEZA/CE,DATAFOLHA,False,IA_timeout
1086,INTENÇÃO DE VOTO PARA PREFEITO DE RIBEIRÃO PRETO /AVALIAÇÃO DO PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/217,07/2000,RIBEIRÃO PRETO/SP,DATAFOLHA,False,IA_timeout
1087,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DO RIO PRETO/ AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DO RIO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/218,07/2000,SÃO JOSÉ DO RIO PRETO/SP,DATAFOLHA,False,IA_timeout
1088,INTENÇÃO DE VOTO PARA PREFEITO DE SALVADOR /AVALIAÇÃO DO PREFEITO DE SALVADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/219,07/2000,SALVADOR/BA,DATAFOLHA,False,IA_timeout
1089,INTENÇÃO DE VOTO PARA PREFEITO DE RECIFE/ AVALIAÇÃO DO PREFEITO DE RECIFE,https://www.cesop.unicamp.br/por/banco_de_dados/v/220,07/2000,RECIFE/PE,DATAFOLHA,False,IA_timeout
1090,INTENÇÃO DE VOTO PARA PREFEITO DE MACEIÓ/ AVALIAÇÃO DO PREFEITO DE MACEIÓ,https://www.cesop.unicamp.br/por/banco_de_dados/v/221,07/2000,MACEIÓ/AL,DATAFOLHA,False,IA_timeout
1091,INTENÇÃO DE VOTO PARA PREFEITO DE SANTOS /AVALIAÇÃO DO PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/222,07/2000,SANTOS/SP,DATAFOLHA,False,IA_timeout
1092,INTENÇÃO DE VOTO PARA PREFEITO DE GUARULHOS /AVALIAÇÃO DO PREFEITO DE GUARULHOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/223,07/2000,GUARULHOS/SP,DATAFOLHA,False,IA_timeout
1093,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO / AVALIAÇÃO DO PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/224,08/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1094,INTENÇÃO DE VOTO PARA PREFEITO DO RIO DE JANEIRO /AVALIAÇÃO DO PREFEITO DO RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/225,08/2000,RIO DE JANEIRO/CAP,DATAFOLHA,False,IA_timeout
1095,INTENÇÃO DE VOTO PARA PREFEITO DE SANTO ANDRÉ/ AVALIAÇÃO DO PREFEITO DE SANTO ANDRÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/226,08/2000,SANTO ANDRÉ/SP,DATAFOLHA,False,IA_timeout
1096,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO/ /AVALIAÇÃO DO PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/227,08/2000,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA,False,IA_timeout
1097,INTENÇÃO DE VOTO PARA PREFEITO DE DIADEMA/ AVALIAÇÃO DO PREFEITO DE DIADEMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/228,08/2000,DIADEMA/SP,DATAFOLHA,False,IA_timeout
1098,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE/ AVALIAÇÃO DO PREFEITO DE BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/229,08/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
1099,INTENÇÃO DE VOTO PARA PREFEITO DE PORTO ALEGRE/ AVALIAÇÃO DO PREFEITO DE PORTO ALEGRE,https://www.cesop.unicamp.br/por/banco_de_dados/v/230,08/2000,PORTO ALEGRE/RS,DATAFOLHA,False,IA_timeout
1100,INTENÇÃO DE VOTO PREFEITO DE SÃO CAETANO DO SUL / AVALIAÇÃO PREFEITO DE SÃO CAETANO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/231,08/2000,SÃO CAETANO DO SUL/SP,DATAFOLHA,False,IA_timeout
1101,INTENÇÃO DE VOTO PREFEITO DE SÃO JOSÉ DOS CAMPOS / AVALIAÇÃO PREFEITO DE SÃO JOSÉ DOS CAMPOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/232,08/2000,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA,False,IA_timeout
1102,INTENÇÃO DE VOTO PARA PREFEITO DE CAMPINAS/ AVALIAÇÃO DO PREFEITO DE CAMPINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/233,08/2000,CAMPINAS/SP,DATAFOLHA,False,IA_timeout
1103,INTENÇÃO DE VOTO PARA PREFEITO DE OSASCO/ AVALIAÇÃO DO PREFEITO DE OSASCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/234,08/2000,OSASCO/SP,DATAFOLHA,False,IA_timeout
1104,INTENÇÃO DE VOTO PARA PREFEITO DE CURITIBA/ AVALIAÇÃO DO PREFEITO DE CURITIBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/235,08/2000,CURITIBA/PR,DATAFOLHA,False,IA_timeout
1105,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO LUÍS/ AVALIAÇÃO DO PREFEITO DE SÃO LUÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/236,08/2000,SÃO LUÍS/MA,DATAFOLHA,False,IA_timeout
1106,INTENÇÃO DE VOTO PARA PREFEITO DE FORTALEZA/ AVALIAÇÃO DO PREFEITO DE FORTALEZA,https://www.cesop.unicamp.br/por/banco_de_dados/v/237,08/2000,FORTALEZA/CE,DATAFOLHA,False,IA_timeout
1107,INTENÇÃO DE VOTO PARA PREFEITO DE RIBEIRÃO PRETO/ AVALIAÇÃO DO PREFEITO DE RIBEIRÃO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/238,08/2000,RIBEIRÃO PRETO/SP,DATAFOLHA,False,IA_timeout
1108,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO JOSÉ DO RIO PRETO/ AVALIAÇÃO DO PREFEITO DE SÃO JOSÉ DO RIO PRETO,https://www.cesop.unicamp.br/por/banco_de_dados/v/239,08/2000,SÃO JOSÉ DO RIO PRETO/SP,DATAFOLHA,False,IA_timeout
1109,INTENÇÃO DE VOTO PARA PREFEITO DE SALVADOR/ AVALIAÇÃO DO PREFEITO DE SALVADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/240,08/2000,SALVADOR/BA,DATAFOLHA,False,IA_timeout
1110,INTENÇÃO DE VOTO PARA PREFEITO DE RECIFE/ AVALIAÇÃO DO PREFEITO DE RECIFE,https://www.cesop.unicamp.br/por/banco_de_dados/v/241,08/2000,RECIFE/PE,DATAFOLHA,False,IA_timeout
1111,INTENÇÃO DE VOTO PARA PREFEITO DE MACEIÓ/ AVALIAÇÃO DO PREFEITO DE MACEIÓ,https://www.cesop.unicamp.br/por/banco_de_dados/v/242,08/2000,MACEIÓ/AL,DATAFOLHA,False,IA_timeout
1112,INTENÇÃO DE VOTO PARA PREFEITO DE SANTOS/ AVALIAÇÃO DO PREFEITO DE SANTOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/243,08/2000,SANTOS/SP,DATAFOLHA,False,IA_timeout
1113,INTENÇÃO DE VOTO PARA PREFEITO DE GUARULHOS/ AVALIAÇÃO DO PREFEITO DE GUARULHOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/244,08/2000,GUARULHOS/SP,DATAFOLHA,False,IA_timeout
1114,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO PREFEITO DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/245,08/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1115,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO PAULO/ AVALIAÇÃO DO HORÁRIO ELEITORAL/ AVALIAÇÃO DA PROGRAMAÇÃO DA TV BRASILEIRA,https://www.cesop.unicamp.br/por/banco_de_dados/v/246,08/2000,SÃO PAULO/CAP,DATAFOLHA,False,IA_timeout
1117,INTENÇÃO DE VOTO PARA PREFEITO DE SANTO ANDRÉ,https://www.cesop.unicamp.br/por/banco_de_dados/v/247,08/2000,SANTO ANDRÉ/SP,DATAFOLHA,False,IA_timeout
1118,INTENÇÃO DE VOTO PARA PREFEITO DE SÃO BERNARDO DO CAMPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/248,08/2000,SÃO BERNARDO DO CAMPO/SP,DATAFOLHA,False,IA_timeout
1119,INTENÇÃO DE VOTO PARA PREFEITO DE DIADEMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/249,08/2000,DIADEMA/SP,DATAFOLHA,False,IA_timeout
1120,INTENÇÃO DE VOTO PARA PREFEITO DE BELO HORIZONTE/ AVALIAÇÃO DO HORÁRIO ELEITORAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/250,08/2000,BELO HORIZONTE/MG,DATAFOLHA,False,IA_timeout
